2018-06-19 00:07:00,501 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-06-19 00:07:00,512 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Custom\Projects\MDM\Testing\web-module\src\test\resources
2018-06-19 00:07:00,512 [Worker-7] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of web-module
2018-06-19 00:07:00,520 [Worker-7] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for web-module
2018-06-19 00:07:00,534 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-06-19 00:07:03,815 [Worker-17] INFO  o.e.m.i.launch.MavenLaunchDelegate - C:\Custom\Projects\MDM\Testing\web-module
2018-06-19 00:07:03,815 [Worker-17] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B -s C:\Custom\Tools\apache-maven-3.5.3\conf\settings.xml clean
2018-06-19 00:07:05,409 [Worker-20] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-06-19 00:07:05,417 [Worker-20] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Custom\Projects\MDM\Testing\web-module\src\main\resources
2018-06-19 00:07:05,418 [Worker-20] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-06-19 00:07:05,425 [Worker-20] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Custom\Projects\MDM\Testing\web-module\src\test\resources
2018-06-19 00:07:05,434 [Worker-20] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of web-module
2018-06-19 00:07:05,434 [Worker-20] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for web-module
2018-06-19 00:07:05,444 [Worker-20] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-06-19 00:07:09,368 [main] INFO  o.e.m2e.actions.ExecutePomAction - Creating new launch configuration
2018-06-19 00:07:13,835 [Worker-18] INFO  o.e.m.i.launch.MavenLaunchDelegate - C:\Custom\Projects\MDM\Testing\web-module
2018-06-19 00:07:13,840 [Worker-18] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B -s C:\Custom\Tools\apache-maven-3.5.3\conf\settings.xml clean install
2018-06-19 00:07:49,673 [Worker-19] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-06-19 00:07:49,684 [Worker-19] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Custom\Projects\MDM\Testing\web-module\src\main\resources
2018-06-19 00:07:49,698 [Worker-19] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
